value	description	codesystem	code	iri
SSEL XT2 CRE V2, 96 rxn by Agilent Technologies	SSEL XT2 CRE V2, 96 rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT490	https://fair-genomes.org/KIT490
SSEL XT2 Focused Exome Plus 2, 16rxn by Agilent Technologies	SSEL XT2 Focused Exome Plus 2, 16rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT491	https://fair-genomes.org/KIT491
SSEL XT2 Focused Exome Plus 2, 96 auto by Agilent Technologies	SSEL XT2 Focused Exome Plus 2, 96 auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT492	https://fair-genomes.org/KIT492
SSEL XT2 Focused Exome Plus 2, 96rxn by Agilent Technologies	SSEL XT2 Focused Exome Plus 2, 96rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT493	https://fair-genomes.org/KIT493
SSEL XT2 Focused Exome Plus, 16rxn by Agilent Technologies	SSEL XT2 Focused Exome Plus, 16rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT494	https://fair-genomes.org/KIT494
SSEL XT2 Focused Exome Plus, 96 auto by Agilent Technologies	SSEL XT2 Focused Exome Plus, 96 auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT495	https://fair-genomes.org/KIT495
SSEL XT2 Focused Exome Plus, 96rxn by Agilent Technologies	SSEL XT2 Focused Exome Plus, 96rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT496	https://fair-genomes.org/KIT496
SSEL XT2 Focused Exome, 16 rxn by Agilent Technologies	SSEL XT2 Focused Exome, 16 rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT497	https://fair-genomes.org/KIT497
SSEL XT2 Focused Exome, 96 rxn by Agilent Technologies	SSEL XT2 Focused Exome, 96 rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT498	https://fair-genomes.org/KIT498
SSEL XT2 Focused Exome, 96 rxn, auto by Agilent Technologies	SSEL XT2 Focused Exome, 96 rxn, auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT499	https://fair-genomes.org/KIT499
SSEL XT2 Hu. AllExon V5+UTRs, 96, Auto by Agilent Technologies	SSEL XT2 Hu. AllExon V5+UTRs, 96, Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT500	https://fair-genomes.org/KIT500
SSEL XT2 Hu. AllExon V5, 96, Auto by Agilent Technologies	SSEL XT2 Hu. AllExon V5, 96, Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT501	https://fair-genomes.org/KIT501
SSELXT Clinical Research Exome, 16 by Agilent Technologies	SSELXT Clinical Research Exome, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT502	https://fair-genomes.org/KIT502
OneSeq Hi Res Backbone, 3-5.9Mb, 96 Auto by Agilent Technologies	OneSeq Hi Res Backbone, 3-5.9Mb, 96 Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT503	https://fair-genomes.org/KIT503
OneSeq Hi Res Backbone, 6-11.9Mb, 16 by Agilent Technologies	OneSeq Hi Res Backbone, 6-11.9Mb, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT504	https://fair-genomes.org/KIT504
OneSeq Hi Res Backbone, 6-11.9Mb, 96 by Agilent Technologies	OneSeq Hi Res Backbone, 6-11.9Mb, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT505	https://fair-genomes.org/KIT505
OneSeq Hi Res Backbone,0.5-2.9Mb,96 Auto by Agilent Technologies	OneSeq Hi Res Backbone,0.5-2.9Mb,96 Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT506	https://fair-genomes.org/KIT506
OneSeq Hi Res Backbone,6-11.9Mb,96 Auto by Agilent Technologies	OneSeq Hi Res Backbone,6-11.9Mb,96 Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT507	https://fair-genomes.org/KIT507
OneSeq1Mb CNV Backbone+0.5-2.9Mb, 96 A by Agilent Technologies	OneSeq1Mb CNV Backbone+0.5-2.9Mb, 96 A by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT508	https://fair-genomes.org/KIT508
Rubicon PicoPLEX WGA Kit by Agilent Technologies	Rubicon PicoPLEX WGA Kit by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT509	https://fair-genomes.org/KIT509
SS Mouse Methyl-Seq, XT, HSQ, 16 by Agilent Technologies	SS Mouse Methyl-Seq, XT, HSQ, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT510	https://fair-genomes.org/KIT510
SS XT Rat Methyl-Seq Baits, 16 by Agilent Technologies	SS XT Rat Methyl-Seq Baits, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT511	https://fair-genomes.org/KIT511
SS XT Rat Methyl-Seq Baits, 96 auto by Agilent Technologies	SS XT Rat Methyl-Seq Baits, 96 auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT512	https://fair-genomes.org/KIT512
SSEL Clinical Research Exome, 96 auto by Agilent Technologies	SSEL Clinical Research Exome, 96 auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT513	https://fair-genomes.org/KIT513
SSEL Pre-capture Indexed Adaptor Set ILM by Agilent Technologies	SSEL Pre-capture Indexed Adaptor Set ILM by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT514	https://fair-genomes.org/KIT514
SSEL XT CRE V2 Plus 1, 16 rxn by Agilent Technologies	SSEL XT CRE V2 Plus 1, 16 rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT515	https://fair-genomes.org/KIT515
SSEL XT CRE V2 Plus 1, 96 auto by Agilent Technologies	SSEL XT CRE V2 Plus 1, 96 auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT516	https://fair-genomes.org/KIT516
SSEL XT CRE V2 Plus 1, 96 rxn by Agilent Technologies	SSEL XT CRE V2 Plus 1, 96 rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT517	https://fair-genomes.org/KIT517
SSEL XT CRE V2 Plus 2, 16 rxn by Agilent Technologies	SSEL XT CRE V2 Plus 2, 16 rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT518	https://fair-genomes.org/KIT518
SSEL XT CRE V2 Plus 2, 96 auto by Agilent Technologies	SSEL XT CRE V2 Plus 2, 96 auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT519	https://fair-genomes.org/KIT519
SSEL XT CRE V2 Plus 2, 96 rxn by Agilent Technologies	SSEL XT CRE V2 Plus 2, 96 rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT520	https://fair-genomes.org/KIT520
SSEL XT CRE V2, 16 rxn by Agilent Technologies	SSEL XT CRE V2, 16 rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT521	https://fair-genomes.org/KIT521
SSEL XT CRE V2, 96 auto by Agilent Technologies	SSEL XT CRE V2, 96 auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT522	https://fair-genomes.org/KIT522
SSEL XT CRE V2, 96 rxn by Agilent Technologies	SSEL XT CRE V2, 96 rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT523	https://fair-genomes.org/KIT523
SSEL XT Focused Exome Plus 2, 16rxn by Agilent Technologies	SSEL XT Focused Exome Plus 2, 16rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT524	https://fair-genomes.org/KIT524
SSEL XT Focused Exome Plus 2, 96 auto by Agilent Technologies	SSEL XT Focused Exome Plus 2, 96 auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT525	https://fair-genomes.org/KIT525
SSEL XT Focused Exome Plus 2, 96rxn by Agilent Technologies	SSEL XT Focused Exome Plus 2, 96rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT526	https://fair-genomes.org/KIT526
SSEL XT Focused Exome Plus, 16rxn by Agilent Technologies	SSEL XT Focused Exome Plus, 16rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT527	https://fair-genomes.org/KIT527
SSEL XT Focused Exome Plus, 96 auto by Agilent Technologies	SSEL XT Focused Exome Plus, 96 auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT528	https://fair-genomes.org/KIT528
SSEL XT Focused Exome Plus, 96rxn by Agilent Technologies	SSEL XT Focused Exome Plus, 96rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT529	https://fair-genomes.org/KIT529
SSEL XT Focused Exome, 16 rxn by Agilent Technologies	SSEL XT Focused Exome, 16 rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT530	https://fair-genomes.org/KIT530
SSEL XT Focused Exome, 96 rxn by Agilent Technologies	SSEL XT Focused Exome, 96 rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT531	https://fair-genomes.org/KIT531
SSEL XT Focused Exome, 96 rxn, auto by Agilent Technologies	SSEL XT Focused Exome, 96 rxn, auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT532	https://fair-genomes.org/KIT532
OneSeq 1Mb BB+Human All Exon V7,16Rxn by Agilent Technologies	OneSeq 1Mb BB+Human All Exon V7,16Rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT533	https://fair-genomes.org/KIT533
OneSeq 1Mb BB+Human All Exon V7,96Aut by Agilent Technologies	OneSeq 1Mb BB+Human All Exon V7,96Aut by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT534	https://fair-genomes.org/KIT534
OneSeq 1Mb BB+Human All Exon V7,96Rxn by Agilent Technologies	OneSeq 1Mb BB+Human All Exon V7,96Rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT535	https://fair-genomes.org/KIT535
OneSeq 1Mb CNV Backbone+0.5-2.9Mb, 16 by Agilent Technologies	OneSeq 1Mb CNV Backbone+0.5-2.9Mb, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT536	https://fair-genomes.org/KIT536
OneSeq 1Mb CNV Backbone+0.5-2.9Mb, 96 by Agilent Technologies	OneSeq 1Mb CNV Backbone+0.5-2.9Mb, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT537	https://fair-genomes.org/KIT537
OneSeq 1Mb CNV Backbone+1-499Kb, 16 by Agilent Technologies	OneSeq 1Mb CNV Backbone+1-499Kb, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT538	https://fair-genomes.org/KIT538
OneSeq 1Mb CNV Backbone+1-499Kb, 96 by Agilent Technologies	OneSeq 1Mb CNV Backbone+1-499Kb, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT539	https://fair-genomes.org/KIT539
OneSeq 1Mb CNV Backbone+1-499Kb, 96 Auto by Agilent Technologies	OneSeq 1Mb CNV Backbone+1-499Kb, 96 Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT540	https://fair-genomes.org/KIT540
OneSeq 1Mb CNV Backbone+12-24 Mb, 96 by Agilent Technologies	OneSeq 1Mb CNV Backbone+12-24 Mb, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT541	https://fair-genomes.org/KIT541
OneSeq 1Mb CNV Backbone+12-24Mb, 16 by Agilent Technologies	OneSeq 1Mb CNV Backbone+12-24Mb, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT542	https://fair-genomes.org/KIT542
OneSeq 1Mb CNV Backbone+12-24Mb, 96 Auto by Agilent Technologies	OneSeq 1Mb CNV Backbone+12-24Mb, 96 Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT543	https://fair-genomes.org/KIT543
OneSeq 1Mb CNV Backbone+3-5.9Mb, 16 by Agilent Technologies	OneSeq 1Mb CNV Backbone+3-5.9Mb, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT544	https://fair-genomes.org/KIT544
OneSeq 1Mb CNV Backbone+3-5.9Mb, 96 by Agilent Technologies	OneSeq 1Mb CNV Backbone+3-5.9Mb, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT545	https://fair-genomes.org/KIT545
OneSeq 1Mb CNV Backbone+3-5.9Mb, 96 Auto by Agilent Technologies	OneSeq 1Mb CNV Backbone+3-5.9Mb, 96 Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT546	https://fair-genomes.org/KIT546
OneSeq 1Mb CNV Backbone+6-11.9Mb, 16 by Agilent Technologies	OneSeq 1Mb CNV Backbone+6-11.9Mb, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT547	https://fair-genomes.org/KIT547
OneSeq 1Mb CNV Backbone+6-11.9Mb, 96 by Agilent Technologies	OneSeq 1Mb CNV Backbone+6-11.9Mb, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT548	https://fair-genomes.org/KIT548
OneSeq 1Mb CNV Backbone+6-11.9Mb,96 Auto by Agilent Technologies	OneSeq 1Mb CNV Backbone+6-11.9Mb,96 Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT549	https://fair-genomes.org/KIT549
OneSeq 300kb BB+Human All Exon V7,16Rxn by Agilent Technologies	OneSeq 300kb BB+Human All Exon V7,16Rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT550	https://fair-genomes.org/KIT550
OneSeq 300kb BB+Human All Exon V7,96Aut by Agilent Technologies	OneSeq 300kb BB+Human All Exon V7,96Aut by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT551	https://fair-genomes.org/KIT551
OneSeq 300kb BB+Human All Exon V7,96Rxn by Agilent Technologies	OneSeq 300kb BB+Human All Exon V7,96Rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT552	https://fair-genomes.org/KIT552
OneSeq Constitutional Research Panel, 16 by Agilent Technologies	OneSeq Constitutional Research Panel, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT553	https://fair-genomes.org/KIT553
OneSeq Constitutional Research Panel, 96 by Agilent Technologies	OneSeq Constitutional Research Panel, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT554	https://fair-genomes.org/KIT554
OneSeq Constitutional Research,96 Auto by Agilent Technologies	OneSeq Constitutional Research,96 Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT555	https://fair-genomes.org/KIT555
OneSeq Hi Res Backbone, 0.5-2.9Mb, 16 by Agilent Technologies	OneSeq Hi Res Backbone, 0.5-2.9Mb, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT556	https://fair-genomes.org/KIT556
OneSeq Hi Res Backbone, 0.5-2.9Mb, 96 by Agilent Technologies	OneSeq Hi Res Backbone, 0.5-2.9Mb, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT557	https://fair-genomes.org/KIT557
OneSeq Hi Res Backbone, 1-499Kb, 16 by Agilent Technologies	OneSeq Hi Res Backbone, 1-499Kb, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT558	https://fair-genomes.org/KIT558
OneSeq Hi Res Backbone, 1-499Kb, 96 by Agilent Technologies	OneSeq Hi Res Backbone, 1-499Kb, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT559	https://fair-genomes.org/KIT559
OneSeq Hi Res Backbone, 1-499Kb, 96 Auto by Agilent Technologies	OneSeq Hi Res Backbone, 1-499Kb, 96 Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT560	https://fair-genomes.org/KIT560
OneSeq Hi Res Backbone, 3-5.9Mb, 16 by Agilent Technologies	OneSeq Hi Res Backbone, 3-5.9Mb, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT561	https://fair-genomes.org/KIT561
OneSeq Hi Res Backbone, 3-5.9Mb, 96 by Agilent Technologies	OneSeq Hi Res Backbone, 3-5.9Mb, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT562	https://fair-genomes.org/KIT562
ClearSeq Inherited Disease, 16, XT2 by Agilent Technologies	ClearSeq Inherited Disease, 16, XT2 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT563	https://fair-genomes.org/KIT563
ClearSeq Inherited Disease, 96 auto, XT by Agilent Technologies	ClearSeq Inherited Disease, 96 auto, XT by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT564	https://fair-genomes.org/KIT564
ClearSeq Inherited Disease, 96 auto, XT2 by Agilent Technologies	ClearSeq Inherited Disease, 96 auto, XT2 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT565	https://fair-genomes.org/KIT565
ClearSeq Inherited Disease, 96, XT by Agilent Technologies	ClearSeq Inherited Disease, 96, XT by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT566	https://fair-genomes.org/KIT566
ClearSeq Inherited Disease, 96, XT2 by Agilent Technologies	ClearSeq Inherited Disease, 96, XT2 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT567	https://fair-genomes.org/KIT567
ClearSeq RNA Kinome, 16 by Agilent Technologies	ClearSeq RNA Kinome, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT568	https://fair-genomes.org/KIT568
ClearSeq RNA Kinome, 480 by Agilent Technologies	ClearSeq RNA Kinome, 480 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT569	https://fair-genomes.org/KIT569
ClearSeq RNA Kinome, 96 by Agilent Technologies	ClearSeq RNA Kinome, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT570	https://fair-genomes.org/KIT570
HaloPlex 1-500Kb, ILMFST, 48 by Agilent Technologies	HaloPlex 1-500Kb, ILMFST, 48 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT571	https://fair-genomes.org/KIT571
HaloPlex 1-500kb, ILMFST, 96 by Agilent Technologies	HaloPlex 1-500kb, ILMFST, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT572	https://fair-genomes.org/KIT572
HaloPlex 2.6Mb-5Mb, ILM, 48 by Agilent Technologies	HaloPlex 2.6Mb-5Mb, ILM, 48 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT573	https://fair-genomes.org/KIT573
HaloPlex 2.6Mb-5Mb, ILM, 96 by Agilent Technologies	HaloPlex 2.6Mb-5Mb, ILM, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT574	https://fair-genomes.org/KIT574
HaloPlex 501Kb-2.5Mb, ILM, 48 by Agilent Technologies	HaloPlex 501Kb-2.5Mb, ILM, 48 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT575	https://fair-genomes.org/KIT575
HaloPlex 501kb-2.5Mb, ILM, 96 by Agilent Technologies	HaloPlex 501kb-2.5Mb, ILM, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT576	https://fair-genomes.org/KIT576
HaloPlex Cancer Research Panel, ILM, 16 by Agilent Technologies	HaloPlex Cancer Research Panel, ILM, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT577	https://fair-genomes.org/KIT577
HaloPlex Custom - 1-250kb, Ion Torrent, by Agilent Technologies	HaloPlex Custom - 1-250kb, Ion Torrent, by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT578	https://fair-genomes.org/KIT578
HaloPlex Exome, ILM, 16 by Agilent Technologies	HaloPlex Exome, ILM, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT579	https://fair-genomes.org/KIT579
HaloPlex Exome, ILM, 96 by Agilent Technologies	HaloPlex Exome, ILM, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT580	https://fair-genomes.org/KIT580
HaloPlex HS Prepack Reagents ILMN 16rxn by Agilent Technologies	HaloPlex HS Prepack Reagents ILMN 16rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT581	https://fair-genomes.org/KIT581
HaloPlex Prepack Reagents, ILMN, 16rxn by Agilent Technologies	HaloPlex Prepack Reagents, ILMN, 16rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT582	https://fair-genomes.org/KIT582
HaloPlex Prepack Reagents, ILMN, 48rxn by Agilent Technologies	HaloPlex Prepack Reagents, ILMN, 48rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT583	https://fair-genomes.org/KIT583
HaloPlex Prepack Reagents, ILMN, 96rxn by Agilent Technologies	HaloPlex Prepack Reagents, ILMN, 96rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT584	https://fair-genomes.org/KIT584
HaloPlexHS 1-500kb, ILMFST, 48 by Agilent Technologies	HaloPlexHS 1-500kb, ILMFST, 48 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT585	https://fair-genomes.org/KIT585
HaloPlexHS 1-500kb, ILMFST, 96 by Agilent Technologies	HaloPlexHS 1-500kb, ILMFST, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT586	https://fair-genomes.org/KIT586
HaloPlexHS 2.6Mb - 5Mb, ILM, 48 by Agilent Technologies	HaloPlexHS 2.6Mb - 5Mb, ILM, 48 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT587	https://fair-genomes.org/KIT587
HaloPlexHS 2.6Mb - 5Mb, ILM, 96 by Agilent Technologies	HaloPlexHS 2.6Mb - 5Mb, ILM, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT588	https://fair-genomes.org/KIT588
HaloPlexHS 501kb - 2.5Mb, ILM, 48 by Agilent Technologies	HaloPlexHS 501kb - 2.5Mb, ILM, 48 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT589	https://fair-genomes.org/KIT589
HaloPlexHS 501kb - 2.5Mb, ILM, 96 by Agilent Technologies	HaloPlexHS 501kb - 2.5Mb, ILM, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT590	https://fair-genomes.org/KIT590
HaloPlexHS Prepack Reagents, ILMN, 48rxn by Agilent Technologies	HaloPlexHS Prepack Reagents, ILMN, 48rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT591	https://fair-genomes.org/KIT591
HaloPlexHS Prepack Reagents, ILMN, 96rxn by Agilent Technologies	HaloPlexHS Prepack Reagents, ILMN, 96rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT592	https://fair-genomes.org/KIT592
ClearSeq AML, ILM, 16 by Agilent Technologies	ClearSeq AML, ILM, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT593	https://fair-genomes.org/KIT593
ClearSeq AML, ILM, 96 by Agilent Technologies	ClearSeq AML, ILM, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT594	https://fair-genomes.org/KIT594
ClearSeq Cancer, HS, ILM, 16 by Agilent Technologies	ClearSeq Cancer, HS, ILM, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT595	https://fair-genomes.org/KIT595
ClearSeq Cancer, HS, ILM, 96 by Agilent Technologies	ClearSeq Cancer, HS, ILM, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT596	https://fair-genomes.org/KIT596
ClearSeq Cancer, ILM by Agilent Technologies	ClearSeq Cancer, ILM by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT597	https://fair-genomes.org/KIT597
ClearSeq Cardiomyopathy, HS, ILM, 16 by Agilent Technologies	ClearSeq Cardiomyopathy, HS, ILM, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT598	https://fair-genomes.org/KIT598
ClearSeq Cardiomyopathy, HS, ILM, 96 by Agilent Technologies	ClearSeq Cardiomyopathy, HS, ILM, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT599	https://fair-genomes.org/KIT599
ClearSeq Cardiomyopathy, ILM by Agilent Technologies	ClearSeq Cardiomyopathy, ILM by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT600	https://fair-genomes.org/KIT600
ClearSeq Comprehensive Cancer Plus, 96 a by Agilent Technologies	ClearSeq Comprehensive Cancer Plus, 96 a by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT601	https://fair-genomes.org/KIT601
ClearSeq Comprehensive Cancer Plus,16, X by Agilent Technologies	ClearSeq Comprehensive Cancer Plus,16, X by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT602	https://fair-genomes.org/KIT602
ClearSeq Comprehensive Cancer Plus,96, X by Agilent Technologies	ClearSeq Comprehensive Cancer Plus,96, X by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT603	https://fair-genomes.org/KIT603
ClearSeq Comprehensive Cancer, 96 auto, by Agilent Technologies	ClearSeq Comprehensive Cancer, 96 auto, by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT604	https://fair-genomes.org/KIT604
ClearSeq Comprehensive Cancer,16, XT by Agilent Technologies	ClearSeq Comprehensive Cancer,16, XT by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT605	https://fair-genomes.org/KIT605
ClearSeq Comprehensive Cancer,16, XT2 by Agilent Technologies	ClearSeq Comprehensive Cancer,16, XT2 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT606	https://fair-genomes.org/KIT606
ClearSeq Comprehensive Cancer,96, XT by Agilent Technologies	ClearSeq Comprehensive Cancer,96, XT by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT607	https://fair-genomes.org/KIT607
ClearSeq Comprehensive Cancer,96, XT2 by Agilent Technologies	ClearSeq Comprehensive Cancer,96, XT2 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT608	https://fair-genomes.org/KIT608
ClearSeq Inher Dis. Plus, 96 auto, XT2 by Agilent Technologies	ClearSeq Inher Dis. Plus, 96 auto, XT2 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT609	https://fair-genomes.org/KIT609
ClearSeq Inher. Dis. Plus, 96 auto, XT by Agilent Technologies	ClearSeq Inher. Dis. Plus, 96 auto, XT by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT610	https://fair-genomes.org/KIT610
