value	description	codesystem	code	iri
Cryptogenic late-onset epileptic spasms	Cryptogenic late-onset epileptic spasms	Orphanet	163708	http://www.orpha.net/ORDO/Orphanet_163708
Neurofibromatosis type 1	Neurofibromatosis type 1	Orphanet	636	http://www.orpha.net/ORDO/Orphanet_636
Febrile infection-related epilepsy syndrome	Febrile infection-related epilepsy syndrome	Orphanet	163703	http://www.orpha.net/ORDO/Orphanet_163703
Norrie disease	Norrie disease	Orphanet	649	http://www.orpha.net/ORDO/Orphanet_649
Rolandic epilepsy-paroxysmal exercise-induced dystonia-writer's cramp syndrome	Rolandic epilepsy-paroxysmal exercise-induced dystonia-writer's cramp syndrome	Orphanet	163727	http://www.orpha.net/ORDO/Orphanet_163727
Rolandic epilepsy-speech dyspraxia syndrome	Rolandic epilepsy-speech dyspraxia syndrome	Orphanet	163721	http://www.orpha.net/ORDO/Orphanet_163721
Leukoencephalopathy-dystonia-motor neuropathy syndrome	Leukoencephalopathy-dystonia-motor neuropathy syndrome	Orphanet	163684	http://www.orpha.net/ORDO/Orphanet_163684
Cortical dysplasia-focal epilepsy syndrome	Cortical dysplasia-focal epilepsy syndrome	Orphanet	163681	http://www.orpha.net/ORDO/Orphanet_163681
Chronic granulomatous disease	Chronic granulomatous disease	Orphanet	379	http://www.orpha.net/ORDO/Orphanet_379
Blue cone monochromatism	Blue cone monochromatism	Orphanet	16	http://www.orpha.net/ORDO/Orphanet_16
Alveolar soft tissue sarcoma	Alveolar soft tissue sarcoma	Orphanet	163699	http://www.orpha.net/ORDO/Orphanet_163699
NARP syndrome	NARP syndrome	Orphanet	644	http://www.orpha.net/ORDO/Orphanet_644
Neurofibromatosis type 2	Neurofibromatosis type 2	Orphanet	637	http://www.orpha.net/ORDO/Orphanet_637
Action myoclonus-renal failure syndrome	Action myoclonus-renal failure syndrome	Orphanet	163696	http://www.orpha.net/ORDO/Orphanet_163696
X-linked hypohidrotic ectodermal dysplasia	X-linked hypohidrotic ectodermal dysplasia	Orphanet	181	http://www.orpha.net/ORDO/Orphanet_181
2p21 microdeletion syndrome	2p21 microdeletion syndrome	Orphanet	163693	http://www.orpha.net/ORDO/Orphanet_163693
Hypotonia-cystinuria syndrome	Hypotonia-cystinuria syndrome	Orphanet	163690	http://www.orpha.net/ORDO/Orphanet_163690
Fibrodysplasia ossificans progressiva	Fibrodysplasia ossificans progressiva	Orphanet	337	http://www.orpha.net/ORDO/Orphanet_337
Watson syndrome	Watson syndrome	Orphanet	3444	http://www.orpha.net/ORDO/Orphanet_3444
Gorlin syndrome	Gorlin syndrome	Orphanet	377	http://www.orpha.net/ORDO/Orphanet_377
Noonan syndrome	Noonan syndrome	Orphanet	648	http://www.orpha.net/ORDO/Orphanet_648
Monosomy 5p	Monosomy 5p	Orphanet	281	http://www.orpha.net/ORDO/Orphanet_281
46,XY disorder of sex development due to 17-beta-hydroxysteroid dehydrogenase 3 deficiency	46,XY disorder of sex development due to 17-beta-hydroxysteroid dehydrogenase 3 deficiency	Orphanet	752	http://www.orpha.net/ORDO/Orphanet_752
Cystinuria	Cystinuria	Orphanet	214	http://www.orpha.net/ORDO/Orphanet_214
Lesch-Nyhan syndrome	Lesch-Nyhan syndrome	Orphanet	510	http://www.orpha.net/ORDO/Orphanet_510
Li-Fraumeni syndrome	Li-Fraumeni syndrome	Orphanet	524	http://www.orpha.net/ORDO/Orphanet_524
Pearson syndrome	Pearson syndrome	Orphanet	699	http://www.orpha.net/ORDO/Orphanet_699
Hereditary neuropathy with liability to pressure palsies	Hereditary neuropathy with liability to pressure palsies	Orphanet	640	http://www.orpha.net/ORDO/Orphanet_640
Alpha-1-antitrypsin deficiency	Alpha-1-antitrypsin deficiency	Orphanet	60	http://www.orpha.net/ORDO/Orphanet_60
Waardenburg syndrome type 2	Waardenburg syndrome type 2	Orphanet	895	http://www.orpha.net/ORDO/Orphanet_895
Waardenburg syndrome type 3	Waardenburg syndrome type 3	Orphanet	896	http://www.orpha.net/ORDO/Orphanet_896
NON RARE IN EUROPE: Schizophrenia	NON RARE IN EUROPE: Schizophrenia	Orphanet	3140	http://www.orpha.net/ORDO/Orphanet_3140
Townes-Brocks syndrome	Townes-Brocks syndrome	Orphanet	857	http://www.orpha.net/ORDO/Orphanet_857
Waardenburg syndrome type 1	Waardenburg syndrome type 1	Orphanet	894	http://www.orpha.net/ORDO/Orphanet_894
Hyperkalemic periodic paralysis	Hyperkalemic periodic paralysis	Orphanet	682	http://www.orpha.net/ORDO/Orphanet_682
Schwartz-Jampel syndrome	Schwartz-Jampel syndrome	Orphanet	800	http://www.orpha.net/ORDO/Orphanet_800
NON RARE IN EUROPE: Patent arterial duct	NON RARE IN EUROPE: Patent arterial duct	Orphanet	706	http://www.orpha.net/ORDO/Orphanet_706
Diastrophic dwarfism	Diastrophic dwarfism	Orphanet	628	http://www.orpha.net/ORDO/Orphanet_628
Malaria	Malaria	Orphanet	673	http://www.orpha.net/ORDO/Orphanet_673
Hypokalemic periodic paralysis	Hypokalemic periodic paralysis	Orphanet	681	http://www.orpha.net/ORDO/Orphanet_681
Blepharophimosis-ptosis-epicanthus inversus syndrome	Blepharophimosis-ptosis-epicanthus inversus syndrome	Orphanet	126	http://www.orpha.net/ORDO/Orphanet_126
BOR syndrome	BOR syndrome	Orphanet	107	http://www.orpha.net/ORDO/Orphanet_107
Hereditary hemorrhagic telangiectasia	Hereditary hemorrhagic telangiectasia	Orphanet	774	http://www.orpha.net/ORDO/Orphanet_774
Saethre-Chotzen syndrome	Saethre-Chotzen syndrome	Orphanet	794	http://www.orpha.net/ORDO/Orphanet_794
Pfeiffer syndrome	Pfeiffer syndrome	Orphanet	710	http://www.orpha.net/ORDO/Orphanet_710
Peutz-Jeghers syndrome	Peutz-Jeghers syndrome	Orphanet	2869	http://www.orpha.net/ORDO/Orphanet_2869
NON RARE IN EUROPE: Hereditary essential tremor	NON RARE IN EUROPE: Hereditary essential tremor	Orphanet	862	http://www.orpha.net/ORDO/Orphanet_862
WAGR syndrome	WAGR syndrome	Orphanet	893	http://www.orpha.net/ORDO/Orphanet_893
Zellweger syndrome	Zellweger syndrome	Orphanet	912	http://www.orpha.net/ORDO/Orphanet_912
Aicardi syndrome	Aicardi syndrome	Orphanet	50	http://www.orpha.net/ORDO/Orphanet_50
Albers-Schönberg osteopetrosis	Albers-Schönberg osteopetrosis	Orphanet	53	http://www.orpha.net/ORDO/Orphanet_53
Abetalipoproteinemia	Abetalipoproteinemia	Orphanet	14	http://www.orpha.net/ORDO/Orphanet_14
Alagille syndrome	Alagille syndrome	Orphanet	52	http://www.orpha.net/ORDO/Orphanet_52
Chédiak-Higashi syndrome	Chédiak-Higashi syndrome	Orphanet	167	http://www.orpha.net/ORDO/Orphanet_167
Cat-eye syndrome	Cat-eye syndrome	Orphanet	195	http://www.orpha.net/ORDO/Orphanet_195
Crouzon disease	Crouzon disease	Orphanet	207	http://www.orpha.net/ORDO/Orphanet_207
Crigler-Najjar syndrome	Crigler-Najjar syndrome	Orphanet	205	http://www.orpha.net/ORDO/Orphanet_205
Cap polyposis	Cap polyposis	Orphanet	160148	http://www.orpha.net/ORDO/Orphanet_160148
Cowden syndrome	Cowden syndrome	Orphanet	201	http://www.orpha.net/ORDO/Orphanet_201
Coffin-Lowry syndrome	Coffin-Lowry syndrome	Orphanet	192	http://www.orpha.net/ORDO/Orphanet_192
X-linked lymphoproliferative disease	X-linked lymphoproliferative disease	Orphanet	2442	http://www.orpha.net/ORDO/Orphanet_2442
Mild hemophilia A	Mild hemophilia A	Orphanet	169808	http://www.orpha.net/ORDO/Orphanet_169808
Congenital vitamin K-dependent coagulation factors deficiency	Congenital vitamin K-dependent coagulation factors deficiency	Orphanet	169826	http://www.orpha.net/ORDO/Orphanet_169826
Severe hemophilia A	Severe hemophilia A	Orphanet	169802	http://www.orpha.net/ORDO/Orphanet_169802
Moderately severe hemophilia A	Moderately severe hemophilia A	Orphanet	169805	http://www.orpha.net/ORDO/Orphanet_169805
McCune-Albright syndrome	McCune-Albright syndrome	Orphanet	562	http://www.orpha.net/ORDO/Orphanet_562
Menkes disease	Menkes disease	Orphanet	565	http://www.orpha.net/ORDO/Orphanet_565
Mitochondrial oxidative phosphorylation disorder due to nuclear DNA anomalies	Mitochondrial oxidative phosphorylation disorder due to nuclear DNA anomalies	Orphanet	2443	http://www.orpha.net/ORDO/Orphanet_2443
NON RARE IN EUROPE: Celiac disease	NON RARE IN EUROPE: Celiac disease	Orphanet	555	http://www.orpha.net/ORDO/Orphanet_555
Jeune syndrome	Jeune syndrome	Orphanet	474	http://www.orpha.net/ORDO/Orphanet_474
Familial hemophagocytic lymphohistiocytosis	Familial hemophagocytic lymphohistiocytosis	Orphanet	540	http://www.orpha.net/ORDO/Orphanet_540
Microphthalmia, Lenz type	Microphthalmia, Lenz type	Orphanet	568	http://www.orpha.net/ORDO/Orphanet_568
Meckel syndrome	Meckel syndrome	Orphanet	564	http://www.orpha.net/ORDO/Orphanet_564
Ellis Van Creveld syndrome	Ellis Van Creveld syndrome	Orphanet	289	http://www.orpha.net/ORDO/Orphanet_289
Laminin subunit alpha 2-related congenital muscular dystrophy	Laminin subunit alpha 2-related congenital muscular dystrophy	Orphanet	258	http://www.orpha.net/ORDO/Orphanet_258
Schistosomiasis	Schistosomiasis	Orphanet	1247	http://www.orpha.net/ORDO/Orphanet_1247
Bartter syndrome	Bartter syndrome	Orphanet	112	http://www.orpha.net/ORDO/Orphanet_112
Specific antibody deficiency with normal immunoglobulin concentrations and normal numbers of B cells	Specific antibody deficiency with normal immunoglobulin concentrations and normal numbers of B cells	Orphanet	169443	http://www.orpha.net/ORDO/Orphanet_169443
Partial chromosome Y deletion	Partial chromosome Y deletion	Orphanet	1646	http://www.orpha.net/ORDO/Orphanet_1646
Primary CD59 deficiency	Primary CD59 deficiency	Orphanet	169464	http://www.orpha.net/ORDO/Orphanet_169464
Autosomal dominant cerebellar ataxia	Autosomal dominant cerebellar ataxia	Orphanet	99	http://www.orpha.net/ORDO/Orphanet_99
Beckwith-Wiedemann syndrome	Beckwith-Wiedemann syndrome	Orphanet	116	http://www.orpha.net/ORDO/Orphanet_116
Apert syndrome	Apert syndrome	Orphanet	87	http://www.orpha.net/ORDO/Orphanet_87
Secondary central precocious puberty	Secondary central precocious puberty	Orphanet	169618	http://www.orpha.net/ORDO/Orphanet_169618
Idiopathic central precocious puberty	Idiopathic central precocious puberty	Orphanet	169615	http://www.orpha.net/ORDO/Orphanet_169615
Familial paroxysmal ataxia	Familial paroxysmal ataxia	Orphanet	97	http://www.orpha.net/ORDO/Orphanet_97
Recurrent Neisseria infections due to factor D deficiency	Recurrent Neisseria infections due to factor D deficiency	Orphanet	169467	http://www.orpha.net/ORDO/Orphanet_169467
Lamellar ichthyosis	Lamellar ichthyosis	Orphanet	313	http://www.orpha.net/ORDO/Orphanet_313
Mild hemophilia B	Mild hemophilia B	Orphanet	169799	http://www.orpha.net/ORDO/Orphanet_169799
Moderately severe hemophilia B	Moderately severe hemophilia B	Orphanet	169796	http://www.orpha.net/ORDO/Orphanet_169796
Severe hemophilia B	Severe hemophilia B	Orphanet	169793	http://www.orpha.net/ORDO/Orphanet_169793
NON RARE IN EUROPE: Heterozygous familial hypercholesterolemia	NON RARE IN EUROPE: Heterozygous familial hypercholesterolemia	Orphanet	406	http://www.orpha.net/ORDO/Orphanet_406
Rectal duplication	Rectal duplication	Orphanet	171220	http://www.orpha.net/ORDO/Orphanet_171220
Ocular albinism with late-onset sensorineural deafness	Ocular albinism with late-onset sensorineural deafness	Orphanet	1000	http://www.orpha.net/ORDO/Orphanet_1000
Ermine phenotype	Ermine phenotype	Orphanet	999	http://www.orpha.net/ORDO/Orphanet_999
Severe congenital nemaline myopathy	Severe congenital nemaline myopathy	Orphanet	171430	http://www.orpha.net/ORDO/Orphanet_171430
Intermediate nemaline myopathy	Intermediate nemaline myopathy	Orphanet	171433	http://www.orpha.net/ORDO/Orphanet_171433
Typical nemaline myopathy	Typical nemaline myopathy	Orphanet	171436	http://www.orpha.net/ORDO/Orphanet_171436
Childhood-onset nemaline myopathy	Childhood-onset nemaline myopathy	Orphanet	171439	http://www.orpha.net/ORDO/Orphanet_171439
Oculocutaneous albinism	Oculocutaneous albinism	Orphanet	55	http://www.orpha.net/ORDO/Orphanet_55
Adult-onset nemaline myopathy	Adult-onset nemaline myopathy	Orphanet	171442	http://www.orpha.net/ORDO/Orphanet_171442
Muscle filaminopathy	Muscle filaminopathy	Orphanet	171445	http://www.orpha.net/ORDO/Orphanet_171445
X-linked spastic paraplegia type 34	X-linked spastic paraplegia type 34	Orphanet	171607	http://www.orpha.net/ORDO/Orphanet_171607
Bruck syndrome	Bruck syndrome	Orphanet	2771	http://www.orpha.net/ORDO/Orphanet_2771
NON RARE IN EUROPE: Autism	NON RARE IN EUROPE: Autism	Orphanet	106	http://www.orpha.net/ORDO/Orphanet_106
Autosomal dominant spastic paraplegia type 37	Autosomal dominant spastic paraplegia type 37	Orphanet	171612	http://www.orpha.net/ORDO/Orphanet_171612
Autosomal dominant spastic paraplegia type 38	Autosomal dominant spastic paraplegia type 38	Orphanet	171617	http://www.orpha.net/ORDO/Orphanet_171617
Mitochondrial DNA-related cardiomyopathy and hearing loss	Mitochondrial DNA-related cardiomyopathy and hearing loss	Orphanet	1349	http://www.orpha.net/ORDO/Orphanet_1349
Autosomal recessive spastic paraplegia type 32	Autosomal recessive spastic paraplegia type 32	Orphanet	171622	http://www.orpha.net/ORDO/Orphanet_171622
Autosomal recessive spastic paraplegia type 35	Autosomal recessive spastic paraplegia type 35	Orphanet	171629	http://www.orpha.net/ORDO/Orphanet_171629
NON RARE IN EUROPE: Gilbert syndrome	NON RARE IN EUROPE: Gilbert syndrome	Orphanet	357	http://www.orpha.net/ORDO/Orphanet_357
Treacher-Collins syndrome	Treacher-Collins syndrome	Orphanet	861	http://www.orpha.net/ORDO/Orphanet_861
Unverricht-Lundborg disease	Unverricht-Lundborg disease	Orphanet	308	http://www.orpha.net/ORDO/Orphanet_308
Cleft lip with or without cleft palate	Cleft lip with or without cleft palate	Orphanet	1991	http://www.orpha.net/ORDO/Orphanet_1991
Cornelia de Lange syndrome	Cornelia de Lange syndrome	Orphanet	199	http://www.orpha.net/ORDO/Orphanet_199
High isolated anorectal malformation	High isolated anorectal malformation	Orphanet	171201	http://www.orpha.net/ORDO/Orphanet_171201
Holoprosencephaly	Holoprosencephaly	Orphanet	2162	http://www.orpha.net/ORDO/Orphanet_2162
Idiopathic achalasia	Idiopathic achalasia	Orphanet	930	http://www.orpha.net/ORDO/Orphanet_930
Low isolated anorectal malformation	Low isolated anorectal malformation	Orphanet	171215	http://www.orpha.net/ORDO/Orphanet_171215
Albinism-deafness syndrome	Albinism-deafness syndrome	Orphanet	998	http://www.orpha.net/ORDO/Orphanet_998
Intermediate isolated anorectal malformation	Intermediate isolated anorectal malformation	Orphanet	171208	http://www.orpha.net/ORDO/Orphanet_171208
22q11.2 microduplication syndrome	22q11.2 microduplication syndrome	Orphanet	1727	http://www.orpha.net/ORDO/Orphanet_1727
Cernunnos-XLF deficiency	Cernunnos-XLF deficiency	Orphanet	169079	http://www.orpha.net/ORDO/Orphanet_169079
Distal trisomy 18q	Distal trisomy 18q	Orphanet	1716	http://www.orpha.net/ORDO/Orphanet_1716
Trisomy 18p	Trisomy 18p	Orphanet	1715	http://www.orpha.net/ORDO/Orphanet_1715
Trisomy 18	Trisomy 18	Orphanet	3380	http://www.orpha.net/ORDO/Orphanet_3380
CLAPO syndrome	CLAPO syndrome	Orphanet	168984	http://www.orpha.net/ORDO/Orphanet_168984
Distal trisomy 15q	Distal trisomy 15q	Orphanet	1707	http://www.orpha.net/ORDO/Orphanet_1707
Malignant melanoma of the mucosa	Malignant melanoma of the mucosa	Orphanet	168999	http://www.orpha.net/ORDO/Orphanet_168999
Trisomy 13	Trisomy 13	Orphanet	3378	http://www.orpha.net/ORDO/Orphanet_3378
Kahrizi syndrome	Kahrizi syndrome	Orphanet	168972	http://www.orpha.net/ORDO/Orphanet_168972
Immunoglobulin heavy chain deficiency	Immunoglobulin heavy chain deficiency	Orphanet	169110	http://www.orpha.net/ORDO/Orphanet_169110
Immunodeficiency due to CD25 deficiency	Immunodeficiency due to CD25 deficiency	Orphanet	169100	http://www.orpha.net/ORDO/Orphanet_169100
Good syndrome	Good syndrome	Orphanet	169105	http://www.orpha.net/ORDO/Orphanet_169105
Combined immunodeficiency due to CRAC channel dysfunction	Combined immunodeficiency due to CRAC channel dysfunction	Orphanet	169090	http://www.orpha.net/ORDO/Orphanet_169090
Trisomy 9p	Trisomy 9p	Orphanet	236	http://www.orpha.net/ORDO/Orphanet_236
Severe combined immunodeficiency due to FOXN1 deficiency	Severe combined immunodeficiency due to FOXN1 deficiency	Orphanet	169095	http://www.orpha.net/ORDO/Orphanet_169095
Combined immunodeficiency due to CD3gamma deficiency	Combined immunodeficiency due to CD3gamma deficiency	Orphanet	169082	http://www.orpha.net/ORDO/Orphanet_169082
Susceptibility to respiratory infections associated with CD8alpha chain mutation	Susceptibility to respiratory infections associated with CD8alpha chain mutation	Orphanet	169085	http://www.orpha.net/ORDO/Orphanet_169085
Primary peritoneal carcinoma	Primary peritoneal carcinoma	Orphanet	168829	http://www.orpha.net/ORDO/Orphanet_168829
Peritoneal cystic mesothelioma	Peritoneal cystic mesothelioma	Orphanet	168816	http://www.orpha.net/ORDO/Orphanet_168816
46,XY disorder of sex development due to 5-alpha-reductase 2 deficiency	46,XY disorder of sex development due to 5-alpha-reductase 2 deficiency	Orphanet	753	http://www.orpha.net/ORDO/Orphanet_753
Triose phosphate-isomerase deficiency	Triose phosphate-isomerase deficiency	Orphanet	868	http://www.orpha.net/ORDO/Orphanet_868
Malignant peritoneal mesothelioma	Malignant peritoneal mesothelioma	Orphanet	168811	http://www.orpha.net/ORDO/Orphanet_168811
Primary malignant peritoneal tumor	Primary malignant peritoneal tumor	Orphanet	168807	http://www.orpha.net/ORDO/Orphanet_168807
Primary peritoneal tumor	Primary peritoneal tumor	Orphanet	168803	http://www.orpha.net/ORDO/Orphanet_168803
Darier disease	Darier disease	Orphanet	218	http://www.orpha.net/ORDO/Orphanet_218
Heart-hand syndrome, Slovenian type	Heart-hand syndrome, Slovenian type	Orphanet	168796	http://www.orpha.net/ORDO/Orphanet_168796
Coffin-Siris syndrome	Coffin-Siris syndrome	Orphanet	1465	http://www.orpha.net/ORDO/Orphanet_1465
Childhood disintegrative disorder	Childhood disintegrative disorder	Orphanet	168782	http://www.orpha.net/ORDO/Orphanet_168782
Distal monosomy 9p	Distal monosomy 9p	Orphanet	1642	http://www.orpha.net/ORDO/Orphanet_1642
Composite lymphoma	Composite lymphoma	Orphanet	168966	http://www.orpha.net/ORDO/Orphanet_168966
Refractory anemia with excess blasts in transformation	Refractory anemia with excess blasts in transformation	Orphanet	168960	http://www.orpha.net/ORDO/Orphanet_168960
47,XYY syndrome	47,XYY syndrome	Orphanet	8	http://www.orpha.net/ORDO/Orphanet_8
Distal monosomy 7q36	Distal monosomy 7q36	Orphanet	1636	http://www.orpha.net/ORDO/Orphanet_1636
Hypereosinophilic syndrome	Hypereosinophilic syndrome	Orphanet	168956	http://www.orpha.net/ORDO/Orphanet_168956
